Year,StateAbbr,StateDesc,CityName,GeographicLevel,Category,UniqueID,Measure,Data_Value,GeoLocation,MeasureId,TractFIPS,Lat,Lng
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002315,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.6,"(30.2339238095, -97.7321356848)",HIGHCHOL,48453002315,30.2339238095, -97.7321356848
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001844,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,"(30.3959573783, -97.7013524585)",HIGHCHOL,48453001844,30.3959573783, -97.7013524585
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001824,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.4,"(30.3851030924, -97.6791938103)",HIGHCHOL,48453001824,30.3851030924, -97.6791938103
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001402,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,"(30.2436544693, -97.740570904)",HIGHCHOL,48453001402,30.2436544693, -97.740570904
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001756,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.9,"(30.4261408587, -97.7697726347)",HIGHCHOL,48453001756,30.4261408587, -97.7697726347
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001713,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.8,"(30.2107942383, -97.8052968794)",HIGHCHOL,48453001713,30.2107942383, -97.8052968794
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001768,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,"(30.2647464659, -97.9111742179)",HIGHCHOL,48453001768,30.2647464659, -97.9111742179
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002318,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.7,"(30.2322023859, -97.7089289227)",HIGHCHOL,48453002318,30.2322023859, -97.7089289227
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001917,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.7,"(30.2652325209, -97.8192599071)",HIGHCHOL,48453001917,30.2652325209, -97.8192599071
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000102,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.2,"(30.3259687199, -97.7672291772)",HIGHCHOL,48453000102,30.3259687199, -97.7672291772
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48491020509,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.3,"(30.5053345212, -97.7602090622)",HIGHCHOL,48491020509,30.5053345212, -97.7602090622
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001746,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.4,"(30.1860608718, -97.838251775)",HIGHCHOL,48453001746,30.1860608718, -97.838251775
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000604,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,12.6,"(30.2855339039, -97.7477273854)",HIGHCHOL,48453000604,30.2855339039, -97.7477273854
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001908,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.9,"(30.2673616151, -97.8917527564)",HIGHCHOL,48453001908,30.2673616151, -97.8917527564
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001737,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.1,"(30.2146083411, -97.8797963828)",HIGHCHOL,48453001737,30.2146083411, -97.8797963828
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001785,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,21.3,"(30.4441914203, -97.7349579673)",HIGHCHOL,48453001785,30.4441914203, -97.7349579673
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001606,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,44.6,"(30.3056734899, -97.7608257681)",HIGHCHOL,48453001606,30.3056734899, -97.7608257681
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002310,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.9,"(30.2274869026, -97.6671445631)",HIGHCHOL,48453002310,30.2274869026, -97.6671445631
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001832,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.9,"(30.3801454054, -97.6688141961)",HIGHCHOL,48453001832,30.3801454054, -97.6688141961
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001765,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.0,"(30.4225784692, -97.8676799862)",HIGHCHOL,48453001765,30.4225784692, -97.8676799862
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002407,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.6,"(30.1453252695, -97.8023837128)",HIGHCHOL,48453002407,30.1453252695, -97.8023837128
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002004,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.3,"(30.2361336363, -97.7881708211)",HIGHCHOL,48453002004,30.2361336363, -97.7881708211
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.8,"(30.4166341544, -97.7553141449)",HIGHCHOL,48453002500,30.4166341544, -97.7553141449
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000302,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,21.9,"(30.3025595965, -97.7265034048)",HIGHCHOL,48453000302,30.3025595965, -97.7265034048
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002212,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.7,"(30.3101329564, -97.5916015422)",HIGHCHOL,48453002212,30.3101329564, -97.5916015422
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000902,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.3,"(30.2591919575, -97.7159700432)",HIGHCHOL,48453000902,30.2591919575, -97.7159700432
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001840,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.2,"(30.4266403327, -97.6575234346)",HIGHCHOL,48453001840,30.4266403327, -97.6575234346
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000401,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,19.4,"(30.288248219, -97.7250556275)",HIGHCHOL,48453000401,30.288248219, -97.7250556275
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002106,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.3,"(30.3067312672, -97.690303652)",HIGHCHOL,48453002106,30.3067312672, -97.690303652
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002424,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.0,"(30.192182567, -97.7992412635)",HIGHCHOL,48453002424,30.192182567, -97.7992412635
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002412,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,"(30.189405978, -97.751489933)",HIGHCHOL,48453002412,30.189405978, -97.751489933
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001851,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,"(30.4600829163, -97.6701585646)",HIGHCHOL,48453001851,30.4600829163, -97.6701585646
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001505,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.6,"(30.3363798606, -97.7304218616)",HIGHCHOL,48453001505,30.3363798606, -97.7304218616
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48491020404,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.4,"(30.4551325999, -97.8161834077)",HIGHCHOL,48491020404,30.4551325999, -97.8161834077
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001912,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.4,"(30.3333544667, -97.8115308042)",HIGHCHOL,48453001912,30.3333544667, -97.8115308042
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001919,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.3,"(30.2734714063, -97.8018505029)",HIGHCHOL,48453001919,30.2734714063, -97.8018505029
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000203,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,17.8,"(30.3126275309, -97.7366585578)",HIGHCHOL,48453000203,30.3126275309, -97.7366585578
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002207,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,"(30.2474717883, -97.6375197951)",HIGHCHOL,48453002207,30.2474717883, -97.6375197951
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000500,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,19.2,"(30.2960631844, -97.7341732747)",HIGHCHOL,48453000500,30.2960631844, -97.7341732747
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000802,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.4,"(30.273555417, -97.7079841529)",HIGHCHOL,48453000802,30.273555417, -97.7079841529
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002428,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.5,"(30.1388923291, -97.7817189485)",HIGHCHOL,48453002428,30.1388923291, -97.7817189485
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001819,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.9,"(30.3634311331, -97.7026508753)",HIGHCHOL,48453001819,30.3634311331, -97.7026508753
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002104,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.6,"(30.314728019, -97.6965718144)",HIGHCHOL,48453002104,30.314728019, -97.6965718144
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002307,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,26.1,"(30.2230763009, -97.7411141975)",HIGHCHOL,48453002307,30.2230763009, -97.7411141975
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002319,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,37.0,"(30.2025405525, -97.6405995997)",HIGHCHOL,48453002319,30.2025405525, -97.6405995997
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001718,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,"(30.3483038697, -97.7610247766)",HIGHCHOL,48453001718,30.3483038697, -97.7610247766
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001834,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.7,"(30.3530097713, -97.6626570933)",HIGHCHOL,48453001834,30.3530097713, -97.6626570933
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002421,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.2,"(30.1638874875, -97.8037440537)",HIGHCHOL,48453002421,30.1638874875, -97.8037440537
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002314,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,21.9,"(30.2246964407, -97.7155120457)",HIGHCHOL,48453002314,30.2246964407, -97.7155120457
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001848,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.1,"(30.4180610095, -97.6857056708)",HIGHCHOL,48453001848,30.4180610095, -97.6857056708
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001403,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,"(30.2399175637, -97.7350701079)",HIGHCHOL,48453001403,30.2399175637, -97.7350701079
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001751,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.0,"(30.3628740707, -97.7577287173)",HIGHCHOL,48453001751,30.3628740707, -97.7577287173
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001777,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,26.8,"(30.2047085014, -97.849773064)",HIGHCHOL,48453001777,30.2047085014, -97.849773064
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48491020409,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,"(30.4728391003, -97.7570604006)",HIGHCHOL,48491020409,30.4728391003, -97.7570604006
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002111,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.3,"(30.2572676419, -97.6858164503)",HIGHCHOL,48453002111,30.2572676419, -97.6858164503
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002109,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.6,"(30.2815093198, -97.6905730589)",HIGHCHOL,48453002109,30.2815093198, -97.6905730589
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001843,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.3,"(30.3885473458, -97.6999972777)",HIGHCHOL,48453001843,30.3885473458, -97.6999972777
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001823,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.5,"(30.3700997876, -97.6868971464)",HIGHCHOL,48453001823,30.3700997876, -97.6868971464
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001729,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.4,"(30.2027503265, -97.829376795)",HIGHCHOL,48453001729,30.2027503265, -97.829376795
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001769,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,"(30.2420746493, -97.8985089869)",HIGHCHOL,48453001769,30.2420746493, -97.8985089869
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001784,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.4,"(30.3275165765, -97.9043520204)",HIGHCHOL,48453001784,30.3275165765, -97.9043520204
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48491020510,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,"(30.4935333283, -97.7625330584)",HIGHCHOL,48491020510,30.4935333283, -97.7625330584
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48491020403,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.4,"(30.4617670752, -97.8044725242)",HIGHCHOL,48491020403,30.4617670752, -97.8044725242
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001307,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.6,"(30.2362246189, -97.7686582057)",HIGHCHOL,48453001307,30.2362246189, -97.7686582057
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001755,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.0,"(30.4091796804, -97.7784833883)",HIGHCHOL,48453001755,30.4091796804, -97.7784833883
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000307,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.0,"(30.2970325018, -97.7125662163)",HIGHCHOL,48453000307,30.2970325018, -97.7125662163
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001829,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.2,"(30.4163985388, -97.7128338245)",HIGHCHOL,48453001829,30.4163985388, -97.7128338245
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001303,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.8,"(30.2593071583, -97.7636583064)",HIGHCHOL,48453001303,30.2593071583, -97.7636583064
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001742,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,37.0,"(30.3610509528, -97.9204696959)",HIGHCHOL,48453001742,30.3610509528, -97.9204696959
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001605,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,"(30.2867724621, -97.7605749891)",HIGHCHOL,48453001605,30.2867724621, -97.7605749891
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001805,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.2,"(30.3572024292, -97.7103158419)",HIGHCHOL,48453001805,30.3572024292, -97.7103158419
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001504,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.8,"(30.3465471667, -97.7250886708)",HIGHCHOL,48453001504,30.3465471667, -97.7250886708
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000206,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,"(30.326153574, -97.7435152927)",HIGHCHOL,48453000206,30.326153574, -97.7435152927
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001783,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.7,"(30.344379193, -97.869486999)",HIGHCHOL,48453001783,30.344379193, -97.869486999
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001761,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,"(30.363129093, -97.832162857)",HIGHCHOL,48453001761,30.363129093, -97.832162857
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001822,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.6,"(30.3741925894, -97.6963165649)",HIGHCHOL,48453001822,30.3741925894, -97.6963165649
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000901,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.4,"(30.2655679932, -97.7237401242)",HIGHCHOL,48453000901,30.2655679932, -97.7237401242
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001812,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,26.9,"(30.329678639, -97.697934571)",HIGHCHOL,48453001812,30.329678639, -97.697934571
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002005,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.7,"(30.2348343932, -97.7801522706)",HIGHCHOL,48453002005,30.2348343932, -97.7801522706
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002435,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.8,"(30.160226698, -97.6406042548)",HIGHCHOL,48453002435,30.160226698, -97.6406042548
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002304,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,22.9,"(30.2435864378, -97.7233108422)",HIGHCHOL,48453002304,30.2435864378, -97.7233108422
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001706,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.1,"(30.3825164181, -97.7554891237)",HIGHCHOL,48453001706,30.3825164181, -97.7554891237
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002409,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.8,"(30.207536194, -97.7935684377)",HIGHCHOL,48453002409,30.207536194, -97.7935684377
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002411,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.2,"(30.2052878132, -97.7488780935)",HIGHCHOL,48453002411,30.2052878132, -97.7488780935
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002423,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.4,"(30.1797493671, -97.8062264792)",HIGHCHOL,48453002423,30.1797493671, -97.8062264792
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002308,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,22.0,"(30.229013308, -97.7521619377)",HIGHCHOL,48453002308,30.229013308, -97.7521619377
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001856,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.8,"(30.353335584, -97.6079431835)",HIGHCHOL,48453001856,30.353335584, -97.6079431835
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001901,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.9,"(30.2502692071, -97.786239289)",HIGHCHOL,48453001901,30.2502692071, -97.786239289
2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001747,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.1,"(30.1807705165, -97.8245896819)",HIGHCHOL,48453001747,30.1807705165, -97.8245896819
