,Year_bp,StateAbbr_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,UniqueID_bp,Measure_bp,PopulationCount_bp,GeoLocation_bp,MeasureId_bp,Census Tract,Lat_bp,Lng_bp,Year_chol,StateAbbr_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,UniqueID_chol,Measure_chol,PopulationCount_chol,GeoLocation_chol,MeasureId_chol,Lat_chol,Lng_chol,Year_dbt,StateAbbr_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,UniqueID_dbt,Measure_dbt,PopulationCount_dbt,GeoLocation_dbt,MeasureId_dbt,Lat_dbt,Lng_dbt,Year_obs,StateAbbr_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,UniqueID_obs,Measure_obs,PopulationCount_obs,GeoLocation_obs,MeasureId_obs,Lat_obs,Lng_obs,Total 18+ Population,Total 18+ Male Population,Total Male 18 to 24 years,Total Male 18 to 24 years Less than 9th grade,"Total Male 18 to 24 years 9th to 12th grade, no diploma",Total Male 18 to 24 years High school graduate,"Total Male 18 to 24 years Some college, no degree",Total Male 18 to 24 years Associate's degree,Total Male 18 to 24 years Bachelor's degree,Total Male 18 to 24 years Graduate or professional degree,Total Male 25 to 34 years,Total Male 25 to 34 years Less than 9th grade,"Total Male 25 to 34 years 9th to 12th grade, no diploma",Total Male 25 to 34 years High school graduate,"Total Male 25 to 34 years Some college, no degree",Total Male 25 to 34 years Associate's degree,Total Male 25 to 34 years Bachelor's degree,Total Male 25 to 34 years Graduate or professional degree,Total Male 35 to 44 years,Total Male 35 to 44 years Less than 9th grade,"Total Male 35 to 44 years 9th to 12th grade, no diploma",Total Male 35 to 44 years High school graduate,"Total Male 35 to 44 years Some college, no degree",Total Male 35 to 44 years Associate's degree,Total Male 35 to 44 years Bachelor's degree,Total Male 35 to 44 years Graduate or professional degree,Total Male 45 to 64 years,Total Male 45 to 64 years Less than 9th grade,"Total Male 45 to 64 years 9th to 12th grade, no diploma",Total Male 45 to 64 years High school graduate,"Total Male 45 to 64 years Some college, no degree",Total Male 45 to 64 years Associate's degree,Total Male 45 to 64 years Bachelor's degree,Total Male 45 to 64 years Graduate or professional degree,Total Male 65 years and over,Total Male 65 years and over Less than 9th grade,"Total Male 65 years and over 9th to 12th grade, no diploma",Total Male 65 years and over High school graduate,"Total Male 65 years and over Some college, no degree",Total Male 65 years and over Associate's degree,Total Male 65 years and over Bachelor's degree,Total Male 65 years and over Graduate or professional degree,Total 18+ Female Population,Total Female 18 to 24 years,Total Female 18 to 24 years Less than 9th grade,"Total Female 18 to 24 years 9th to 12th grade, no diploma",Total Female 18 to 24 years High school graduate,"Total Female 18 to 24 years Some college, no degree",Total Female 18 to 24 years Associate's degree,Total Female 18 to 24 years Bachelor's degree,Total Female 18 to 24 years Graduate or professional degree,Total Female 25 to 34 years,Total Female 25 to 34 years Less than 9th grade,"Total Female 25 to 34 years 9th to 12th grade, no diploma",Total Female 25 to 34 years High school graduate,"Total Female 25 to 34 years Some college, no degree",Total Female 25 to 34 years Associate's degree,Total Female 25 to 34 years Bachelor's degree,Total Female 25 to 34 years Graduate or professional degree,Total Female 35 to 44 years,Total Female 35 to 44 years Less than 9th grade,"Total Female 35 to 44 years 9th to 12th grade, no diploma",Total Female 35 to 44 years High school graduate,"Total Female 35 to 44 years Some college, no degree",Total Female 35 to 44 years Associate's degree,Total Female 35 to 44 years Bachelor's degree,Total Female 35 to 44 years Graduate or professional degree,Total Female 45 to 64 years,Total Female 45 to 64 years Less than 9th grade,"Total Female 45 to 64 years 9th to 12th grade, no diploma",Total Female 45 to 64 years High school graduate,"Total Female 45 to 64 years Some college, no degree",Total Female 45 to 64 years Associate's degree,Total Female 45 to 64 years Bachelor's degree,Total Female 45 to 64 years Graduate or professional degree,Total Female 65 years and over,Total Female 65 years and over Less than 9th grade,"Total Female 65 years and over 9th to 12th grade, no diploma",Total Female 65 years and over High school graduate,"Total Female 65 years and over Some college, no degree",Total Female 65 years and over Associate's degree,Total Female 65 years and over Bachelor's degree,Total Female 65 years and over Graduate or professional degree,GEO_ID_x,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),GEO_ID_y,Total Population,Total Male,Total Female,White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander population,Some Other Race Population,GEO_ID
101,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000205,High blood pressure among adults aged >=18 Years,3394,"(30.3261617411, -97.7343170626)",BPHIGH,48453000205,30.3261617411,-97.7343170626,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000205,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3394,"(30.3261617411, -97.7343170626)",HIGHCHOL,30.3261617411,-97.7343170626,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000205,Diagnosed diabetes among adults aged >=18 Years,"3,394","(30.3261617411, -97.7343170626)",DIABETES,30.3261617411,-97.7343170626,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000205,Obesity among adults aged >=18 Years,"3,394","(30.3261617411, -97.7343170626)",OBESITY,30.3261617411,-97.7343170626,3526,1917,108,0,0,8,18,0,82,0,866,0,15,34,99,0,596,122,322,0,0,43,15,0,158,106,439,0,108,61,63,0,87,120,182,0,22,70,0,48,25,17,1609,97,0,0,21,20,11,45,0,773,0,0,0,80,0,433,260,285,0,0,0,0,0,109,176,322,9,0,42,59,16,144,52,132,20,0,77,0,20,15,0,1400000,2146,3.9,3.1,6.1,14.5,4.3,24.4,11.9,19.4,4.7,7.7,67589,84552,1400000,3937,2114,1823,3185,160,47,437,62,143,1400000
102,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002202,High blood pressure among adults aged >=18 Years,5251,"(30.3081938914, -97.6364300736)",BPHIGH,48453002202,30.3081938914,-97.63643007360001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002202,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5251,"(30.3081938914, -97.6364300736)",HIGHCHOL,30.3081938914,-97.63643007360001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002202,Diagnosed diabetes among adults aged >=18 Years,"5,251","(30.3081938914, -97.6364300736)",DIABETES,30.3081938914,-97.63643007360001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002202,Obesity among adults aged >=18 Years,"5,251","(30.3081938914, -97.6364300736)",OBESITY,30.3081938914,-97.63643007360001,5562,2517,486,0,147,260,79,0,0,0,599,161,76,274,48,40,0,0,749,151,267,167,34,95,35,0,475,150,12,68,79,14,79,73,208,21,0,82,60,17,12,16,3045,395,10,119,181,73,0,12,0,900,165,147,231,265,56,36,0,732,99,186,183,132,10,46,76,837,187,13,346,154,18,119,0,181,0,34,59,46,18,24,0,1400000,2477,6.0,8.6,13.8,14.2,28.0,15.3,4.0,8.7,0.0,1.4,40824,49566,1400000,9314,4460,4854,4929,2692,46,232,12,1792,1400000
103,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000804,High blood pressure among adults aged >=18 Years,2295,"(30.2700913502, -97.7219450124)",BPHIGH,48453000804,30.2700913502,-97.7219450124,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000804,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2295,"(30.2700913502, -97.7219450124)",HIGHCHOL,30.2700913502,-97.7219450124,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000804,Diagnosed diabetes among adults aged >=18 Years,"2,295","(30.2700913502, -97.7219450124)",DIABETES,30.2700913502,-97.7219450124,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000804,Obesity among adults aged >=18 Years,"2,295","(30.2700913502, -97.7219450124)",OBESITY,30.2700913502,-97.7219450124,1888,948,117,0,0,11,44,0,62,0,253,0,15,9,73,7,102,47,217,10,10,10,67,4,60,56,298,72,15,52,59,12,66,22,63,20,0,4,17,0,12,10,940,97,15,11,7,56,0,8,0,262,9,44,8,53,0,63,85,193,24,12,37,25,11,21,63,253,44,55,57,23,5,49,20,135,13,29,47,5,9,15,17,1400000,1007,24.9,9.6,7.3,4.8,8.0,12.3,9.4,11.2,6.5,5.9,38711,66202,1400000,2452,1273,1179,1839,588,28,93,0,80,1400000
104,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001782,High blood pressure among adults aged >=18 Years,4955,"(30.429373646, -97.7930268848)",BPHIGH,48453001782,30.429373646,-97.7930268848,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001782,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4955,"(30.429373646, -97.7930268848)",HIGHCHOL,30.429373646,-97.7930268848,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001782,Diagnosed diabetes among adults aged >=18 Years,"4,955","(30.429373646, -97.7930268848)",DIABETES,30.429373646,-97.7930268848,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001782,Obesity among adults aged >=18 Years,"4,955","(30.429373646, -97.7930268848)",OBESITY,30.429373646,-97.7930268848,3937,1888,133,0,0,69,58,0,0,6,115,0,0,10,10,9,77,9,419,0,3,67,40,11,109,189,874,0,0,48,98,16,272,440,347,52,0,22,44,8,74,147,2049,85,0,0,38,33,0,14,0,136,0,0,0,48,0,49,39,485,0,0,24,24,0,191,246,937,47,0,22,127,35,437,269,406,110,16,56,76,33,64,51,1400000,1788,1.1,0.6,3.8,2.8,9.8,5.5,11.3,18.2,13.7,33.2,126979,169631,1400000,5402,2716,2686,3496,216,9,1879,0,84,1400000
105,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001849,High blood pressure among adults aged >=18 Years,5627,"(30.394644055, -97.7201266116)",BPHIGH,48453001849,30.394644055,-97.7201266116,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001849,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,5627,"(30.394644055, -97.7201266116)",HIGHCHOL,30.394644055,-97.7201266116,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001849,Diagnosed diabetes among adults aged >=18 Years,"5,627","(30.394644055, -97.7201266116)",DIABETES,30.394644055,-97.7201266116,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001849,Obesity among adults aged >=18 Years,"5,627","(30.394644055, -97.7201266116)",OBESITY,30.394644055,-97.7201266116,6360,3543,470,0,0,82,206,0,168,14,1947,0,0,296,206,208,956,281,579,0,0,71,99,82,210,117,479,0,0,163,91,22,170,33,68,0,0,0,36,11,21,0,2817,436,0,0,0,100,16,278,42,1407,0,0,116,177,39,874,201,404,53,0,97,20,0,185,49,398,0,8,143,53,43,105,46,172,0,0,13,45,38,76,0,1400000,4018,6.3,1.4,7.2,9.0,14.6,25.7,10.6,17.5,3.6,4.0,57253,73567,1400000,6914,3862,3052,4812,612,108,1139,0,411,1400000
106,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002208,High blood pressure among adults aged >=18 Years,7067,"(30.2806565747, -97.6516820949)",BPHIGH,48453002208,30.280656574699996,-97.6516820949,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002208,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,7067,"(30.2806565747, -97.6516820949)",HIGHCHOL,30.280656574699996,-97.6516820949,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002208,Diagnosed diabetes among adults aged >=18 Years,"7,067","(30.2806565747, -97.6516820949)",DIABETES,30.280656574699996,-97.6516820949,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002208,Obesity among adults aged >=18 Years,"7,067","(30.2806565747, -97.6516820949)",OBESITY,30.280656574699996,-97.6516820949,5751,3411,594,0,220,155,198,18,3,0,1058,84,304,393,117,32,92,36,719,230,154,100,92,41,91,11,887,232,91,341,149,29,27,18,153,42,24,22,55,0,0,10,2340,272,25,81,72,94,0,0,0,624,28,132,140,158,73,26,67,681,176,56,146,91,33,104,75,523,258,37,108,67,10,0,43,240,95,33,43,56,0,13,0,1400000,1934,9.3,2.7,6.6,14.0,22.3,19.1,15.6,8.4,1.9,0.0,47759,54009,1400000,8478,4789,3689,5808,1274,296,27,0,1286,1400000
107,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002002,High blood pressure among adults aged >=18 Years,2865,"(30.2229526115, -97.7848718292)",BPHIGH,48453002002,30.222952611500002,-97.7848718292,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002002,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2865,"(30.2229526115, -97.7848718292)",HIGHCHOL,30.222952611500002,-97.7848718292,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002002,Diagnosed diabetes among adults aged >=18 Years,"2,865","(30.2229526115, -97.7848718292)",DIABETES,30.222952611500002,-97.7848718292,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002002,Obesity among adults aged >=18 Years,"2,865","(30.2229526115, -97.7848718292)",OBESITY,30.222952611500002,-97.7848718292,2815,1563,43,0,0,7,15,0,21,0,421,16,68,29,70,18,220,0,452,23,13,15,234,11,82,74,471,8,0,124,184,85,40,30,176,2,19,26,17,17,78,17,1252,41,0,6,24,0,0,11,0,229,0,0,26,64,0,123,16,330,0,57,74,19,19,88,73,391,13,21,56,101,5,120,75,261,17,35,102,38,3,56,10,1400000,1404,0.6,2.3,4.2,9.9,18.4,20.0,21.3,13.6,5.7,4.1,68913,83701,1400000,3334,1788,1546,3075,150,0,35,0,81,1400000
108,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001832,High blood pressure among adults aged >=18 Years,2509,"(30.3801454054, -97.6688141961)",BPHIGH,48453001832,30.3801454054,-97.6688141961,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001832,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2509,"(30.3801454054, -97.6688141961)",HIGHCHOL,30.3801454054,-97.6688141961,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001832,Diagnosed diabetes among adults aged >=18 Years,"2,509","(30.3801454054, -97.6688141961)",DIABETES,30.3801454054,-97.6688141961,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001832,Obesity among adults aged >=18 Years,"2,509","(30.3801454054, -97.6688141961)",OBESITY,30.3801454054,-97.6688141961,2298,1112,108,0,26,8,39,13,22,0,255,0,0,58,113,37,47,0,230,0,0,54,39,40,97,0,360,9,34,95,79,0,82,61,159,0,18,32,72,7,22,8,1186,88,0,0,19,50,12,7,0,258,0,6,22,91,17,101,21,200,0,17,35,51,0,88,9,380,22,0,70,102,57,90,39,260,0,90,49,46,0,51,24,1400000,1247,1.8,3.0,13.0,15.8,10.7,13.8,17.6,12.8,6.0,5.5,54196,87844,1400000,2872,1328,1544,2199,518,19,113,0,39,1400000
109,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001846,High blood pressure among adults aged >=18 Years,2379,"(30.4360239746, -97.7137664933)",BPHIGH,48453001846,30.4360239746,-97.7137664933,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001846,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2379,"(30.4360239746, -97.7137664933)",HIGHCHOL,30.4360239746,-97.7137664933,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001846,Diagnosed diabetes among adults aged >=18 Years,"2,379","(30.4360239746, -97.7137664933)",DIABETES,30.4360239746,-97.7137664933,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001846,Obesity among adults aged >=18 Years,"2,379","(30.4360239746, -97.7137664933)",OBESITY,30.4360239746,-97.7137664933,2026,972,35,0,5,22,0,0,8,0,105,0,0,26,6,16,57,0,177,0,0,39,20,29,62,27,454,0,0,23,96,46,184,105,201,0,9,23,34,11,39,85,1054,19,0,0,11,8,0,0,0,160,0,0,12,17,9,76,46,179,0,0,1,37,17,95,29,499,0,11,77,91,54,188,78,197,0,0,26,39,21,89,22,1400000,1061,2.0,1.5,4.7,7.0,2.3,12.8,17.5,26.4,13.9,11.9,109135,117242,1400000,2470,1225,1245,2200,29,0,252,0,5,1400000
110,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001785,High blood pressure among adults aged >=18 Years,3143,"(30.4441914203, -97.7349579673)",BPHIGH,48453001785,30.4441914203,-97.73495796729999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001785,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3143,"(30.4441914203, -97.7349579673)",HIGHCHOL,30.4441914203,-97.73495796729999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001785,Diagnosed diabetes among adults aged >=18 Years,"3,143","(30.4441914203, -97.7349579673)",DIABETES,30.4441914203,-97.73495796729999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001785,Obesity among adults aged >=18 Years,"3,143","(30.4441914203, -97.7349579673)",OBESITY,30.4441914203,-97.73495796729999,4044,2236,331,0,0,250,48,5,28,0,981,0,0,45,141,0,604,191,222,0,0,54,84,0,63,21,491,47,11,45,209,58,89,32,211,8,0,76,10,28,65,24,1808,229,0,18,50,135,9,8,9,705,0,0,6,145,63,386,105,386,0,0,41,60,0,163,122,358,36,0,32,112,25,129,24,130,9,9,0,37,22,38,15,1400000,2324,1.5,1.3,3.1,8.6,13.0,33.4,18.8,7.6,8.4,4.3,66029,83068,1400000,4946,2662,2284,3556,447,38,1170,0,51,1400000
111,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001765,High blood pressure among adults aged >=18 Years,2795,"(30.4225784692, -97.8676799862)",BPHIGH,48453001765,30.4225784692,-97.8676799862,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001765,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2795,"(30.4225784692, -97.8676799862)",HIGHCHOL,30.4225784692,-97.8676799862,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001765,Diagnosed diabetes among adults aged >=18 Years,"2,795","(30.4225784692, -97.8676799862)",DIABETES,30.4225784692,-97.8676799862,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001765,Obesity among adults aged >=18 Years,"2,795","(30.4225784692, -97.8676799862)",OBESITY,30.4225784692,-97.8676799862,10041,5202,319,0,102,131,57,29,0,0,760,0,0,7,205,30,454,64,1384,0,0,50,192,39,691,412,2039,28,17,56,343,146,862,587,700,1,2,27,47,30,427,166,4839,182,0,25,23,134,0,0,0,566,0,0,8,127,123,212,96,1449,0,0,7,218,125,753,346,2185,0,50,99,454,200,940,442,457,1,65,77,33,44,154,83,1400000,5018,0.9,0.1,4.3,2.4,6.0,9.9,5.1,24.7,19.2,27.4,132446,174091,1400000,14723,7684,7039,13397,211,204,1229,0,278,1400000
112,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002201,High blood pressure among adults aged >=18 Years,1799,"(30.3159610657, -97.6544814328)",BPHIGH,48453002201,30.3159610657,-97.65448143280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002201,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1799,"(30.3159610657, -97.6544814328)",HIGHCHOL,30.3159610657,-97.65448143280001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002201,Diagnosed diabetes among adults aged >=18 Years,"1,799","(30.3159610657, -97.6544814328)",DIABETES,30.3159610657,-97.65448143280001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002201,Obesity among adults aged >=18 Years,"1,799","(30.3159610657, -97.6544814328)",OBESITY,30.3159610657,-97.65448143280001,1434,673,89,0,18,38,33,0,0,0,135,22,0,58,29,17,9,0,171,39,21,67,24,0,17,3,208,18,18,85,60,12,0,15,70,0,4,6,39,6,9,6,761,89,0,15,44,30,0,0,0,163,24,12,68,28,5,21,5,117,0,68,39,7,0,0,3,252,37,66,24,85,7,17,16,140,27,13,29,33,18,6,14,1400000,596,9.4,1.0,6.7,15.8,20.8,26.7,8.4,9.6,0.7,1.0,45833,54424,1400000,2076,1051,1025,961,898,104,15,0,152,1400000
113,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001000,High blood pressure among adults aged >=18 Years,3656,"(30.2530553216, -97.7257084725)",BPHIGH,48453001000,30.253055321599998,-97.7257084725,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001000,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,3656,"(30.2530553216, -97.7257084725)",HIGHCHOL,30.253055321599998,-97.7257084725,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001000,Diagnosed diabetes among adults aged >=18 Years,"3,656","(30.2530553216, -97.7257084725)",DIABETES,30.253055321599998,-97.7257084725,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001000,Obesity among adults aged >=18 Years,"3,656","(30.2530553216, -97.7257084725)",OBESITY,30.253055321599998,-97.7257084725,3273,1623,65,0,39,0,11,0,15,0,530,3,10,112,201,0,128,76,415,8,34,79,84,8,103,99,383,49,68,95,16,25,115,15,230,11,10,72,76,11,0,50,1650,148,0,39,81,28,0,0,0,312,0,0,123,58,0,98,33,431,64,0,159,68,0,87,53,370,96,30,130,1,16,40,57,389,100,22,87,62,27,55,36,1400000,1472,8.2,3.2,10.0,13.5,6.9,15.9,9.8,18.7,6.7,7.3,64643,85395,1400000,3770,1879,1891,2931,193,68,183,34,704,1400000
114,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001606,High blood pressure among adults aged >=18 Years,383,"(30.3056734899, -97.7608257681)",BPHIGH,48453001606,30.3056734899,-97.76082576809999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001606,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,383,"(30.3056734899, -97.7608257681)",HIGHCHOL,30.3056734899,-97.76082576809999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001606,Diagnosed diabetes among adults aged >=18 Years,383,"(30.3056734899, -97.7608257681)",DIABETES,30.3056734899,-97.76082576809999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001606,Obesity among adults aged >=18 Years,383,"(30.3056734899, -97.7608257681)",OBESITY,30.3056734899,-97.76082576809999,17,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,13,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,0,-,-,-,-,-,-,-,-,-,-,-,-,1400000,17,17,0,12,1,4,0,0,0,1400000
115,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000700,High blood pressure among adults aged >=18 Years,1339,"(30.2776999882, -97.7411176287)",BPHIGH,48453000700,30.277699988200002,-97.74111762870001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000700,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,1339,"(30.2776999882, -97.7411176287)",HIGHCHOL,30.277699988200002,-97.74111762870001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453000700,Diagnosed diabetes among adults aged >=18 Years,"1,339","(30.2776999882, -97.7411176287)",DIABETES,30.277699988200002,-97.74111762870001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453000700,Obesity among adults aged >=18 Years,"1,339","(30.2776999882, -97.7411176287)",OBESITY,30.277699988200002,-97.74111762870001,1090,697,212,0,2,7,141,0,55,7,195,4,0,25,33,12,107,14,117,0,0,25,4,23,33,32,88,0,0,14,0,0,36,38,85,0,0,4,15,0,13,53,393,51,0,0,7,23,3,14,4,138,0,0,0,4,0,92,42,19,0,0,6,4,0,4,5,92,0,0,5,32,9,25,21,93,6,0,31,0,0,12,44,1400000,659,12.9,2.0,5.8,10.6,11.1,16.7,10.3,15.5,3.3,11.8,61685,99344,1400000,1123,702,421,936,38,38,82,0,72,1400000
116,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002111,High blood pressure among adults aged >=18 Years,4747,"(30.2572676419, -97.6858164503)",BPHIGH,48453002111,30.2572676419,-97.68581645030001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002111,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,4747,"(30.2572676419, -97.6858164503)",HIGHCHOL,30.2572676419,-97.68581645030001,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453002111,Diagnosed diabetes among adults aged >=18 Years,"4,747","(30.2572676419, -97.6858164503)",DIABETES,30.2572676419,-97.68581645030001,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453002111,Obesity among adults aged >=18 Years,"4,747","(30.2572676419, -97.6858164503)",OBESITY,30.2572676419,-97.68581645030001,4227,2042,227,0,0,127,82,0,18,0,560,97,22,160,69,26,152,34,334,103,35,70,14,7,64,41,674,186,60,204,146,14,54,10,247,112,22,30,54,8,8,13,2185,287,30,52,135,58,0,12,0,561,21,48,140,131,4,146,71,505,91,76,129,61,8,101,39,556,145,69,113,60,42,89,38,276,104,46,67,17,7,23,12,1400000,1889,11.5,6.4,15.5,4.3,12.3,20.3,15.9,7.8,4.8,1.2,49688,57557,1400000,5586,2761,2825,3857,993,130,101,0,736,1400000
117,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001745,High blood pressure among adults aged >=18 Years,2322,"(30.4243915281, -97.7380184815)",BPHIGH,48453001745,30.4243915281,-97.73801848149999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001745,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,2322,"(30.4243915281, -97.7380184815)",HIGHCHOL,30.4243915281,-97.73801848149999,2017,TX,Texas,Austin,Census Tract,Health Outcomes,4805000-48453001745,Diagnosed diabetes among adults aged >=18 Years,"2,322","(30.4243915281, -97.7380184815)",DIABETES,30.4243915281,-97.73801848149999,2017,TX,Texas,Austin,Census Tract,Unhealthy Behaviors,4805000-48453001745,Obesity among adults aged >=18 Years,"2,322","(30.4243915281, -97.7380184815)",OBESITY,30.4243915281,-97.73801848149999,1918,912,107,0,39,28,40,0,0,0,106,0,20,8,40,0,13,25,185,0,11,21,46,0,97,10,320,14,0,37,54,33,109,73,194,0,0,13,45,12,33,91,1006,63,0,0,21,42,0,0,0,130,0,0,7,64,0,36,23,227,0,0,9,57,46,93,22,371,12,0,10,45,0,201,103,215,7,0,52,26,25,59,46,1400000,969,1.8,0.7,3.4,8.9,9.6,16.4,12.9,20.8,11.4,14.1,92716,108356,1400000,2328,1172,1156,2086,155,7,136,0,86,1400000
