,Year_bp,StateDesc_bp,CityName_bp,GeographicLevel_bp,Category_bp,Measure_bp,Data_Value_bp,MeasureId_bp,Census Tract,Year_chol,StateDesc_chol,CityName_chol,GeographicLevel_chol,Category_chol,Measure_chol,Data_Value_chol,MeasureId_chol,Year_dbt,StateDesc_dbt,CityName_dbt,GeographicLevel_dbt,Category_dbt,Measure_dbt,Data_Value_dbt,MeasureId_dbt,Year_obs,StateDesc_obs,CityName_obs,GeographicLevel_obs,Category_obs,Measure_obs,Data_Value_obs,MeasureId_obs,Total 18+ Population,Total Households,"Income < $10,000","Income $10,000-$14,999","Income $15,000-$24,999","Income $25,000-$34,999","Income $35,000-$49,999","Income $50,000-$74,999","Income $75,000-$99,999","Income $100,000-$149,999","Income $150,000-$199,999","Income > $200,000",Median Income (dollars),Mean Income (dollars),Total Population
44,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.1,BPHIGH,48453001747,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,28.4,OBESITY,4494,2253,10.2,4.6,7.9,5.3,18.3,19.8,17.1,10.3,3.5,2.9,57594,64326,5743
45,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,23.5,BPHIGH,48453001844,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.2,OBESITY,2901,1551,5.5,1.2,7.7,11.7,26.0,21.6,10.8,11.9,1.8,1.8,49171,66766,3620
46,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.7,BPHIGH,48453001835,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,28.7,OBESITY,4969,2303,0.3,4.1,9.6,13.3,14.3,26.7,17.2,12.9,1.6,0.0,58969,63164,6408
47,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,31.5,BPHIGH,48453001751,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,38.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.8,OBESITY,1710,971,1.8,1.3,3.5,3.2,7.7,14.8,15.1,14.8,15.1,22.6,105893,148461,2164
48,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,23.5,BPHIGH,48453001504,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.7,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.3,OBESITY,4484,2349,1.9,5.2,4.6,5.0,6.3,22.8,7.4,23.8,8.3,14.6,87832,119655,5371
49,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,33.9,BPHIGH,48453002107,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,32.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,13.6,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,33.9,OBESITY,3394,1426,7.2,10.2,12.3,10.4,16.3,15.6,10.9,9.2,7.1,0.8,43750,59395,4538
50,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.9,BPHIGH,48453000307,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.5,OBESITY,1522,828,5.9,1.8,11.1,3.5,10.4,21.4,9.7,17.8,9.5,8.9,68214,95729,1786
51,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,11.2,BPHIGH,48453000603,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,11.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,2.6,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.4,OBESITY,8029,2349,49.9,14.2,14.3,9.3,4.3,3.1,3.6,0.3,1.1,0.0,10035,17551,8045
52,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,25.3,BPHIGH,48453001403,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,28.4,OBESITY,1471,806,12.3,7.6,6.5,10.5,21.3,15.0,12.9,8.1,3.7,2.1,41860,56214,1723
53,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,28.9,BPHIGH,48453002112,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,11.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,34.5,OBESITY,3577,1800,15.7,8.6,13.9,16.6,11.4,15.6,6.4,4.8,4.4,2.8,31771,55049,5203
54,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,39.6,BPHIGH,48453002319,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,37.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,17.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,46.1,OBESITY,2142,0,-,-,-,-,-,-,-,-,-,-,-,-,2147
55,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,19.2,BPHIGH,48453001772,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.7,OBESITY,3466,1408,2.2,3.8,5.9,1.8,14.1,15.3,21.4,25.6,7.2,2.7,80565,89017,4389
56,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,18.2,BPHIGH,48453001829,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,24.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,5.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.2,OBESITY,2102,1441,4.8,1.5,14.0,4.2,24.6,20.5,12.0,14.5,3.9,0.0,51298,60701,2428
57,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,30.2,BPHIGH,48453001712,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,34.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,10.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,25.6,OBESITY,3818,1998,3.1,4.6,8.2,9.6,13.9,27.5,10.1,16.5,0.8,5.8,59688,73187,4945
58,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,28.8,BPHIGH,48453001783,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.5,OBESITY,3786,1886,1.3,3.6,4.7,5.5,7.4,8.5,7.1,23.8,8.4,29.7,124688,187806,5406
59,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,23.9,BPHIGH,48453000206,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.4,OBESITY,2778,1667,4.9,4.6,4.7,2.9,10.0,20.2,11.8,18.3,11.3,11.3,80781,112960,3292
60,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.1,BPHIGH,48453001848,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.0,OBESITY,4094,2051,3.5,0.8,2.9,6.8,18.6,21.9,17.3,17.2,2.7,8.2,72663,85645,5031
61,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,,BPHIGH,48453002207,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,,OBESITY,6449,2903,3.9,2.5,12.2,8.8,14.8,27.0,16.0,9.1,5.6,0.0,59250,63303,9529
62,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.1,BPHIGH,48453000901,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,24.8,OBESITY,2066,946,5.1,7.5,5.1,8.6,7.2,15.6,12.1,21.7,14.0,3.3,77845,86194,2424
63,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.6,BPHIGH,48453002005,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.8,OBESITY,4331,2464,6.8,10.3,6.5,6.5,8.5,21.9,13.6,17.0,2.1,6.8,62095,89411,5446
64,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.0,BPHIGH,48453001754,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.3,OBESITY,4248,2350,1.0,2.2,6.3,7.4,20.3,19.7,12.0,13.9,6.2,11.1,72516,93399,5037
65,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,25.4,BPHIGH,48453002409,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,28.1,OBESITY,2925,1343,12.6,1.9,4.9,5.1,11.2,21.2,20.8,13.0,1.9,7.5,63099,77096,3530
66,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,23.7,BPHIGH,48453001728,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,25.1,OBESITY,6129,2985,2.3,2.0,5.3,4.5,11.7,21.7,23.9,17.2,8.4,3.1,77722,90784,7403
67,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.8,BPHIGH,48453001847,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.4,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,24.1,OBESITY,5639,3001,2.3,0.8,11.0,7.2,8.9,24.6,16.3,15.3,9.5,4.1,67740,80659,6895
68,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,BPHIGH,48453001805,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,11.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,33.1,OBESITY,3795,1827,12.2,11.4,16.6,10.5,14.2,15.2,7.3,8.2,2.4,2.0,33594,47852,4911
69,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,22.9,BPHIGH,48453001917,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.2,OBESITY,3335,1698,2.0,1.1,0.9,2.8,2.9,7.5,8.8,18.6,12.7,42.6,169792,202016,4978
70,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.9,BPHIGH,48453001761,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.6,OBESITY,5557,3043,2.8,0.0,3.5,3.1,9.3,19.3,8.2,14.3,7.9,31.7,110262,177147,7350
71,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.6,BPHIGH,48453001822,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,10.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,31.2,OBESITY,5219,2531,6.0,4.6,16.6,13.7,22.6,20.2,7.8,5.8,0.0,2.7,38250,50390,7167
72,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,28.7,BPHIGH,48453000102,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.2,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.4,OBESITY,2058,1107,1.8,0.6,2.9,3.7,5.8,7.6,4.0,20.0,21.2,32.4,157563,238156,2640
73,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.1,BPHIGH,48453001856,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,27.6,OBESITY,5983,2535,3.9,2.0,2.6,3.0,8.8,19.4,19.1,27.2,6.2,7.9,88646,98520,8421
74,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,33.8,BPHIGH,48453000801,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,36.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,15.7,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,30.4,OBESITY,1592,633,11.7,5.2,13.0,7.0,15.5,25.6,8.8,7.0,4.1,2.2,43417,59331,1877
75,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,18.1,BPHIGH,48453002304,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,22.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.9,OBESITY,3248,1880,4.0,5.5,5.9,10.3,18.1,12.7,11.4,24.8,5.7,1.6,64286,74041,3657
76,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,30.0,BPHIGH,48453001742,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,37.0,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,9.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,26.1,OBESITY,4479,2239,8.7,2.0,7.1,6.7,10.6,16.1,7.9,11.3,12.8,16.9,69974,117402,6075
77,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.6,BPHIGH,48453000902,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,31.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,11.8,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,30.2,OBESITY,4247,2161,9.2,5.5,13.7,12.7,11.0,17.0,6.9,13.3,6.7,4.0,46969,69807,5473
78,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,19.8,BPHIGH,48453001605,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,5.3,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.8,OBESITY,3316,1905,4.9,0.5,6.7,8.2,5.8,14.7,12.1,8.6,11.5,27.0,89798,169383,4041
79,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.4,BPHIGH,48453001839,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,7.1,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,22.9,OBESITY,6613,3325,2.5,1.6,6.0,5.6,13.7,29.1,14.8,20.1,4.2,2.4,68650,75740,7969
80,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,26.4,BPHIGH,48453001819,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.9,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,11.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,32.9,OBESITY,2833,1396,4.3,9.4,21.6,15.7,19.0,12.0,9.0,5.7,2.2,1.1,34583,49155,4193
81,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.4,BPHIGH,48453001770,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,29.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.5,OBESITY,8423,4063,0.5,1.5,0.3,1.8,3.9,7.7,10.6,26.4,19.5,27.8,143040,176237,12934
82,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,17.0,BPHIGH,48453001784,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,25.4,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,5.5,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,17.4,OBESITY,3857,2010,1.0,0.8,2.7,5.1,9.6,8.3,8.5,15.0,17.5,31.5,141071,183240,6007
83,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,9.9,BPHIGH,48453000601,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,10.3,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,2.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,20.3,OBESITY,10014,319,42.6,6.9,11.6,10.7,10.3,10.0,6.3,1.6,0.0,0.0,15938,27468,10147
84,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,24.2,BPHIGH,48453001913,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,33.1,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,21.1,OBESITY,3458,1695,1.2,0.7,1.1,2.9,4.2,9.0,6.5,10.2,9.9,54.2,214418,309797,4895
85,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.3,BPHIGH,48453002318,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,23.7,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,8.2,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,28.7,OBESITY,7359,3216,18.9,5.7,15.6,7.5,16.6,23.1,6.8,2.8,2.2,0.9,37705,42840,8671
86,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,20.3,BPHIGH,48453001402,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,27.5,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,5.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.5,OBESITY,2231,1310,3.0,1.3,9.4,4.2,14.6,21.0,3.2,20.5,13.5,9.4,67237,99221,2617
87,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,21.4,BPHIGH,48453001303,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,28.8,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,6.0,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,23.0,OBESITY,3551,2309,10.0,3.9,2.7,5.3,7.2,12.0,14.9,22.3,9.0,12.6,82087,122989,4029
88,2017,Texas,Austin,Census Tract,Health Outcomes,High blood pressure among adults aged >=18 Years,33.4,BPHIGH,48453002108,2017,Texas,Austin,Census Tract,Health Outcomes,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years,30.6,HIGHCHOL,2017,Texas,Austin,Census Tract,Health Outcomes,Diagnosed diabetes among adults aged >=18 Years,12.9,DIABETES,2017,Texas,Austin,Census Tract,Unhealthy Behaviors,Obesity among adults aged >=18 Years,33.6,OBESITY,2876,1432,9.8,6.5,7.8,15.9,14.7,15.4,16.7,8.6,2.7,1.8,43712,58004,3806
